Crime ID,Month,Reported by,Falls within,Longitude,Latitude,Location,LSOA code,LSOA name,Outcome type
b0c1041f32d1237d1b592f4f746cc5514beeb8f6d54024b1785ee52cfe7e8936,2020-07,Cheshire Constabulary,Cheshire Constabulary,-2.091108,53.297732,On or near HARROP ROAD,E01018577,Cheshire East 013C,Investigation complete; no suspect identified
83fcef5b47c2d692ee87b3c9c5ab90a0b288e0c4b060cc6c16c13e2ca36e9b15,2020-07,Cheshire Constabulary,Cheshire Constabulary,-2.733556,53.363034,On or near KINGSWAY,E01012424,Halton 007C,Investigation complete; no suspect identified
64445860d01d50cd8e6f85de960404ea78a5fd960bc5bd3b4b4184c301427a4b,2020-07,Cheshire Constabulary,Cheshire Constabulary,-2.737588,53.341544,On or near PEEL STREET,E01012431,Halton 012F,Suspect charged
db4483113ba290a5e732377320a27668ee3982f24e8a3d4fd037145c2eda15e5,2020-07,Cheshire Constabulary,Cheshire Constabulary,-2.235614,53.164841,On or near Shopping Area,E01018409,Cheshire East 028C,Investigation complete; no suspect identified
5f6b8c6041296226bb6ef9ba4c8a7df13a57abe0ac78a8700d6c90fdbff67dc5,2020-07,Cheshire Constabulary,Cheshire Constabulary,-2.628686,53.392828,On or near ROSEMARY CLOSE,E01012498,Warrington 016D,Investigation complete; no suspect identified
dc958038947995d2133251486eab882788674de5365a3ea2799476acbb9388f3,2020-07,Cheshire Constabulary,Cheshire Constabulary,-2.928576,53.291687,On or near MOORLAND ROAD,E01018548,Cheshire West and Chester 005C,Investigation complete; no suspect identified
9fb2f3f876b76617aa4f33c7d60894fb58d49ba925fbb17525ca89f325877433,2020-07,Cheshire Constabulary,Cheshire Constabulary,-2.812192,53.270505,On or near ALVANLEY VIEW,E01018337,Cheshire West and Chester 022C,Investigation complete; no suspect identified
ea6bf4ccd7b2ef0d02ad315dd8a839ffbee08d2e7e4865286cff3838e31f86ff,2020-07,Cheshire Constabulary,Cheshire Constabulary,-2.117788,53.347811,On or near BULKELEY ROAD,E01018655,Cheshire East 003A,Suspect charged
13001426ba39c8ab559fb5da1fe77359346ec8b8917da52924a2972746d5bad8,2020-07,Cheshire Constabulary,Cheshire Constabulary,-2.800080,53.338094,On or near ENNIS CLOSE,E01012401,Halton 008C,Investigation complete; no suspect identified
857fbcff0fb1110fc7da1703ce3a3c6127c66a966f920164539480c9b036ef98,2020-07,Cheshire Constabulary,Cheshire Constabulary,-2.505556,53.426815,On or near ASHDOWN LANE,E01012462,Warrington 004B,Investigation complete; no suspect identified
17c50e1b8cbb0cbdbba22da916f0088b753c118754ebc839cb36ffeb947e1a2d,2020-07,Cheshire Constabulary,Cheshire Constabulary,-2.660211,53.352424,On or near Park/Open Space,E01012386,Halton 009B,Investigation complete; no suspect identified
17bb685284ce46ae8c6c48a76a110e2488841f1ed4134b733ee509ee2652691f,2020-07,Cheshire Constabulary,Cheshire Constabulary,-2.517865,53.417980,On or near MALLARD LANE,E01012459,Warrington 005A,Unable to prosecute suspect
84341c96bea1c32920e9a173d3f612774391c93d6b801ec34a918d105c57f156,2020-07,Cheshire Constabulary,Cheshire Constabulary,-2.698774,53.326640,On or near SOUTHWAY,E01012408,Halton 013F,Investigation complete; no suspect identified
aacebcf0e651ee02d6e38a7f4e97796be2c4f81c2c4411603decf9acf2636174,2020-07,Cheshire Constabulary,Cheshire Constabulary,-2.700252,53.322416,On or near HUNTERS COURT,E01012407,Halton 015B,Investigation complete; no suspect identified
f74062fd0c2a8b6836621158a41a179a152b1f537b38eea03a2375379da8c25f,2020-07,Cheshire Constabulary,Cheshire Constabulary,-2.440783,53.097370,On or near SANDON STREET,E01018464,Cheshire East 039B,Investigation complete; no suspect identified
e5d283bf0b2696264bdf06af8c818f48dc28f6a6e412de5e6b6f9e00416a3583,2020-07,Cheshire Constabulary,Cheshire Constabulary,-2.549321,53.187330,On or near STEPHENSON WALK,E01018738,Cheshire West and Chester 040B,Investigation complete; no suspect identified
6e41c3c509d1ffc9175a70153df2735d50ab9170955e4b7f597cbf8b4321290e,2020-07,Cheshire Constabulary,Cheshire Constabulary,-2.468634,53.095951,On or near Park/Open Space,E01018498,Cheshire East 039E,Investigation complete; no suspect identified
7f06bc866670320d129abe776aaf42137dbe2cece49627528cd15b5d89f46c63,2020-07,Cheshire Constabulary,Cheshire Constabulary,-2.565500,53.411068,On or near BLENHEIM CLOSE,E01012545,Warrington 008E,Investigation complete; no suspect identified
a0e3e0b7de55ba54ddb3f25295fe38899b4d2b239b06e514b28eb8bafb2ebecc,2020-07,Cheshire Constabulary,Cheshire Constabulary,-2.776464,53.375707,On or near AVON,E01012422,Halton 004E,Unable to prosecute suspect
fda53fe9a5d7a36564895929a5112b23bc667a5cbb9d55f403d04c271c397ab4,2020-07,Cheshire Constabulary,Cheshire Constabulary,-2.737588,53.341544,On or near PEEL STREET,E01012431,Halton 012F,Suspect charged
f5db038d3038175f18bedfac4de6f57f0391f8e1b28852d74bf6700c9d66ad23,2020-07,Cheshire Constabulary,Cheshire Constabulary,-2.436508,53.107328,On or near LABURNUM GROVE,E01018476,Cheshire East 035B,Investigation complete; no suspect identified
c0994a08bcd9e4e7c0097e7678afc5b087689dc9bf4dd28e433e8f5f0edb8e0d,2020-07,Cheshire Constabulary,Cheshire Constabulary,-2.763571,53.380140,On or near AUBOURN CLOSE,E01012423,Halton 002E,Investigation complete; no suspect identified
f466342df5280a3721e0f9c912daceca3838a2a9f43a439ebf6abef3cae31ff3,2020-07,Cheshire Constabulary,Cheshire Constabulary,-2.175220,53.264856,On or near BELMONT AVENUE,E01018619,Cheshire East 015C,Investigation complete; no suspect identified
5e7757ccdc34441b73b7e857c40fa3da973f0e5bfe0e2cea543de4e17b9bf556,2020-07,Cheshire Constabulary,Cheshire Constabulary,-2.130891,53.246342,On or near HATHAWAY DRIVE,E01018636,Cheshire East 018G,Suspect charged
850a7a2c1417ea253e9922a017ad15daa7ab01262df156c467b75c076baff06e,2020-07,Cheshire Constabulary,Cheshire Constabulary,-2.757519,53.364412,On or near TEDDER SQUARE,E01012443,Halton 008D,Unable to prosecute suspect
5848b31330f80faae37f1067c4918b15b8d813355460db820bca95f4ce19ec0c,2020-07,Cheshire Constabulary,Cheshire Constabulary,-2.527003,53.414723,On or near Shopping Area,E01012459,Warrington 005A,Investigation complete; no suspect identified
a9701a8ef354ad5ccb6da89a73717bb6dffaf6f1d35b65919369ba46594a3e58,2020-07,Cheshire Constabulary,Cheshire Constabulary,-2.604066,53.410609,On or near MARSHALL AVENUE,E01012453,Warrington 013A,Unable to prosecute suspect
7ed0115859b7f28c5a2fa604c32c6b1e104755c1c88d1836977b2d698c64ed3c,2020-07,Cheshire Constabulary,Cheshire Constabulary,-2.731539,53.359298,On or near CROFT STREET,E01012441,Halton 007D,Investigation complete; no suspect identified
613db16cb7ce8ef4ae850bda5440961c35eeaa241501bc275490639c2f89659f,2020-07,Cheshire Constabulary,Cheshire Constabulary,-2.604066,53.410609,On or near MARSHALL AVENUE,E01012453,Warrington 013A,Unable to prosecute suspect
d82a446fc0d2bbdef43c170f707088b3442487065767a3abd5d06cec9f72db52,2020-07,Cheshire Constabulary,Cheshire Constabulary,-2.604066,53.410609,On or near MARSHALL AVENUE,E01012453,Warrington 013A,Unable to prosecute suspect
8a27c443eade708f08618a058cfc1921cc770d181b80ddd37f408e2b41d9eaa4,2020-07,Cheshire Constabulary,Cheshire Constabulary,-2.417187,53.091244,On or near ELECTRA WAY,E01018502,Cheshire East 038D,Unable to prosecute suspect
0313cd4164a11ac530c6c11ff92d070f7f4a9d9416983d573c418bf7e88b415b,2020-07,Cheshire Constabulary,Cheshire Constabulary,-2.505482,53.360964,On or near CHERRY CORNER,E01012515,Warrington 021C,Investigation complete; no suspect identified
7f33e2e51a9853b166d45eacac56f860aa85c01f9cea72245ac2f0ececeb0546,2020-07,Cheshire Constabulary,Cheshire Constabulary,-2.871404,53.198839,On or near HEWITT STREET,E01018344,Cheshire West and Chester 036B,Investigation complete; no suspect identified
59f4a939e67b688b232156637deec65ea2f66de815b269a0c6bb7c1ae112c65f,2020-07,Cheshire Constabulary,Cheshire Constabulary,-2.118794,53.266624,On or near LOWERFIELD ROAD,E01018629,Cheshire East 016C,Suspect charged
a3bba3bae9eac9bed4e5b288f20464ccb1893874e263012d38c727f370ab01e2,2020-07,Cheshire Constabulary,Cheshire Constabulary,-2.729004,53.342837,On or near DOVER STREET,E01012430,Halton 012E,Investigation complete; no suspect identified
ecd9b9b7f8bba1fc1adcb87bb83bd9497b84601ce0127dcdae798860a2d2c097,2020-07,Cheshire Constabulary,Cheshire Constabulary,-2.947104,53.284243,On or near Parking Area,E01018531,Cheshire West and Chester 009D,Unable to prosecute suspect
ad2003b7024558dcb0d36f34481abc1769b7f99cc33319138fe21dadc3cbf31f,2020-07,Cheshire Constabulary,Cheshire Constabulary,-2.542244,53.352084,On or near CROFTON CLOSE,E01012448,Warrington 024A,Unable to prosecute suspect
477b7532fc116ec30f5d9a0edf7a48eaf6e5bb39f65ab3bb6215e3b5aa9b1be8,2020-07,Cheshire Constabulary,Cheshire Constabulary,-2.546127,53.180909,On or near BANNISTER GROVE,E01018739,Cheshire West and Chester 040C,Unable to prosecute suspect
58ad6d2a4af1c1670bff83a94739b736584d3464f7420324f021529914ab7477,2020-07,Cheshire Constabulary,Cheshire Constabulary,-2.577311,53.396773,On or near BUCKTON STREET,E01012479,Warrington 017A,Investigation complete; no suspect identified
c9df5af9618de99d6ef7061f4dcc780812cb811c6ee792055118be3bac6af6bf,2020-07,Cheshire Constabulary,Cheshire Constabulary,-2.155691,53.254052,On or near HILTON CLOSE,E01018645,Cheshire East 019B,Unable to prosecute suspect
fe82a0e0ea0523e5db54ef22a53af239bcbcc7f4600a71279d901eb213c28fa7,2020-07,Cheshire Constabulary,Cheshire Constabulary,-2.152922,53.288635,On or near SPENCER BROOK,E01018667,Cheshire East 011B,Suspect charged
87a527397405a71ce82584ecf68ab68b4b8d69f6f20ce1a60e145be2df3d4909,2020-07,Cheshire Constabulary,Cheshire Constabulary,-2.438398,53.089082,On or near MILL STREET,E01018447,Cheshire East 045C,Investigation complete; no suspect identified
8fcc3eeac5aab233038a2ebac961e2da05429e82fe459f255eabeafdea0848fb,2020-07,Cheshire Constabulary,Cheshire Constabulary,-2.118397,53.258634,On or near FOUNTAIN STREET,E01018626,Cheshire East 016A,Investigation complete; no suspect identified
65682fbd4a68446a845871d66cc2bccea3795ccd4891fe061a967ca60c1bffa2,2020-07,Cheshire Constabulary,Cheshire Constabulary,-2.922556,53.210706,On or near ALDERLEY PLACE,E01018311,Cheshire West and Chester 029C,Investigation complete; no suspect identified
02c958b23fab380cfacc76a973d3884366269f0a77783ed7aef0f918294f41cb,2020-07,Cheshire Constabulary,Cheshire Constabulary,-2.723743,53.373620,On or near MOUNT PLEASANT,E01012368,Halton 003A,Investigation complete; no suspect identified
d6526af1cefc03c07566bc55c3baef910f04d78a1c2b4f2f6fed556820f32f30,2020-07,Cheshire Constabulary,Cheshire Constabulary,-2.424057,53.095948,On or near BROOK CLOSE,E01018501,Cheshire East 038C,Investigation complete; no suspect identified
eecfc1579e73e4db3c0763196e81d3f2db3c7d054a085898bc7cec174b14a55d,2020-07,Cheshire Constabulary,Cheshire Constabulary,-2.547703,53.183670,On or near QUANTOCK CLOSE,E01018738,Cheshire West and Chester 040B,Unable to prosecute suspect
c8fd47f6ee30b68e89847dd5f8bfb10ad16c7a008d785e2b633aaf728b6e2892,2020-07,Cheshire Constabulary,Cheshire Constabulary,-2.546127,53.180909,On or near BANNISTER GROVE,E01018739,Cheshire West and Chester 040C,Unable to prosecute suspect
f72ad63244d4ba94b11f7a153109baa67d40c9fcec60889e24036c2847563156,2020-07,Cheshire Constabulary,Cheshire Constabulary,-2.136997,53.253131,On or near PRESTON STREET WEST,E01018623,Cheshire East 018B,Investigation complete; no suspect identified
6675015f2cb3a2b9f30921ddf7a7f96ba385b6e4b1482b8c45a21c0034d20b71,2020-07,Cheshire Constabulary,Cheshire Constabulary,-2.957956,53.143646,On or near CROFT LANE,E01018335,Cheshire West and Chester 046A,Investigation complete; no suspect identified
bd6b35665ae76dd37be748e885bd07bc53f3e90c59cce8018600a47e652e7bf1,2020-07,Cheshire Constabulary,Cheshire Constabulary,-2.556385,53.436584,On or near Sports/Recreation Area,E01012472,Warrington 001B,Investigation complete; no suspect identified
37ba5ef0a94b829eb6bdd907c48525d7f7f67ad70ef183b23d8f095fc861a8c0,2020-07,Cheshire Constabulary,Cheshire Constabulary,-2.728307,53.388253,On or near PARAGON CLOSE,E01012395,Halton 001C,Investigation complete; no suspect identified
acca5e52b063eed08bff6188e6460db57fd3c1d8946a5dc839214b11ab8a63f9,2020-07,Cheshire Constabulary,Cheshire Constabulary,-2.372526,53.139627,On or near DROVERS WAY,E01018432,Cheshire East 032A,Investigation complete; no suspect identified
becf27b03606ea9cf99c6bcb475a71fd8bd8bc1bb718c01f779152e257323f55,2020-07,Cheshire Constabulary,Cheshire Constabulary,-2.156198,53.253260,On or near SCOTTHOPE CLOSE,E01018645,Cheshire East 019B,Investigation complete; no suspect identified
80041a7979f23b44847ead4302eea84c47dda6dce5d75ab6e9b15c11adecbd5a,2020-07,Cheshire Constabulary,Cheshire Constabulary,-2.118140,53.279344,On or near TEWKESBURY DRIVE,E01018641,Cheshire East 014A,Unable to prosecute suspect
543c7cb7eaeb39bda0d295efaa594ace3a36ba54bc980f181ada7ce106ad1220,2020-07,Cheshire Constabulary,Cheshire Constabulary,-2.595603,53.411065,On or near CURRANS ROAD,E01012520,Warrington 011C,Investigation complete; no suspect identified
9b71d3621fb913051f65b7427df3ae4c1b08bd27e4f8f761c3f66f639e4743f0,2020-07,Cheshire Constabulary,Cheshire Constabulary,-2.587491,53.414162,On or near PENRITH AVENUE,E01012535,Warrington 006C,Unable to prosecute suspect
ac6155270ea9adcff8e3f29a1fc287f8ddc3b021b4fd677bf4290ca97356153e,2020-07,Cheshire Constabulary,Cheshire Constabulary,-2.601796,53.232606,On or near OAK LANE,E01018679,Cheshire West and Chester 024D,Investigation complete; no suspect identified
5929f1331f145587a6d42f5fe267fd9944558c215351af81e209e5592ce10c0e,2020-07,Cheshire Constabulary,Cheshire Constabulary,-2.124927,53.338627,On or near FIRST AVENUE,E01018668,Cheshire East 011C,Investigation complete; no suspect identified
5f4ce658b1d3b09f7c7610307fb03f8a670017df4d05b99057ebc203a3fba498,2020-07,Cheshire Constabulary,Cheshire Constabulary,-2.451291,53.193783,On or near ST MICHAELS WAY,E01018424,Cheshire East 024A,Investigation complete; no suspect identified
84e711c0e1656f15f31cc67045d02d4e630010c26ce686478e11d1f653164b48,2020-07,Cheshire Constabulary,Cheshire Constabulary,-2.530160,53.249890,On or near CLOUGH LANE,E01018710,Cheshire West and Chester 020B,Investigation complete; no suspect identified
cd7e4aae9aa18f38f9da4e22627acb1d35c80c2177ab35d41191fe3ea11caca7,2020-07,Cheshire Constabulary,Cheshire Constabulary,-2.190869,53.159923,On or near JERSEY CLOSE,E01018401,Cheshire East 026D,Investigation complete; no suspect identified
bd38ea2316e8aee9b3fd0a53fc77989b573dfe2f32f5869d9454b772385dfd39,2020-07,Cheshire Constabulary,Cheshire Constabulary,-2.615853,53.409093,On or near WREXHAM CLOSE,E01012564,Warrington 010B,Investigation complete; no suspect identified
98445b6648d13d447cde03905fc325d6d11bae1d2aa941f2af76ab4477eda29e,2020-07,Cheshire Constabulary,Cheshire Constabulary,-2.588112,53.398069,On or near Supermarket,E01033303,Warrington 017G,Investigation complete; no suspect identified
4aee45d6620b0571a7c932237bc3670854abd3eda54790a8d70cfdc2b0ffe0b7,2020-07,Cheshire Constabulary,Cheshire Constabulary,-2.523713,53.255897,On or near Parking Area,E01018709,Cheshire West and Chester 020A,Investigation complete; no suspect identified
a790ec98cafcacd9a807613e87ae61382e0325e0996576fe66c9442fe8386255,2020-07,Cheshire Constabulary,Cheshire Constabulary,-2.882649,53.272485,On or near THORNTON ROAD,E01018550,Cheshire West and Chester 011B,Investigation complete; no suspect identified
91476df5833ea8470f4b6d22054d42cbb8208c8bde3232bf186c413431f406ae,2020-07,Cheshire Constabulary,Cheshire Constabulary,-2.434051,53.094743,On or near Supermarket,E01018464,Cheshire East 039B,Investigation complete; no suspect identified
bf6e48f73dd6896869db9fda65cc15cadf0db033e9d77e6fcfa4769b19eabcea,2020-07,Cheshire Constabulary,Cheshire Constabulary,-2.707783,53.325742,On or near Shopping Area,E01012408,Halton 013F,Investigation complete; no suspect identified
b60aabfb79cc81115f3129e13ab325e93b0872589c4c044a7a4e4162550f7cce,2020-07,Cheshire Constabulary,Cheshire Constabulary,-2.575487,53.406490,On or near Petrol Station,E01012524,Warrington 011E,Investigation complete; no suspect identified
9f6d76c5a5888cb0c575adde0e7a943aa32c17e1414b4a627a56e278be5be389,2020-07,Cheshire Constabulary,Cheshire Constabulary,-2.587347,53.397165,On or near LAIRA STREET,E01033303,Warrington 017G,Investigation complete; no suspect identified
340b280dd3fdfec5b1cf11b28d2db2a04221bb1fd0ec234817f49df22e18e1c9,2020-07,Cheshire Constabulary,Cheshire Constabulary,-2.373927,53.202842,On or near RAVENSCROFT,E01018414,Cheshire East 023B,Investigation complete; no suspect identified
e82778fdbaa194e2f41770d83a55b48ae5d106803c13d09128f4280a7a23170a,2020-07,Cheshire Constabulary,Cheshire Constabulary,-2.748931,53.367433,On or near Sports/Recreation Area,E01012427,Halton 005E,Investigation complete; no suspect identified
bdf8a204ff008bcb6ee57683b1f67eec13e8e0d764bc4041a96e467654e2d15d,2020-07,Cheshire Constabulary,Cheshire Constabulary,-2.718725,53.300508,On or near CLIFTON CRESCENT,E01018685,Cheshire West and Chester 002A,Investigation complete; no suspect identified
168b13ef2148945c93e61a39dfdda54f7e081ebac3764c20b0c1224ef70213d4,2020-07,Cheshire Constabulary,Cheshire Constabulary,-2.695316,53.337402,On or near CAERNARVON CLOSE,E01012382,Halton 010B,Unable to prosecute suspect
